0.000000e+00   1.000000e+00
6.346652e-02   9.365761e-01
1.269330e-01   8.734075e-01
1.903996e-01   8.107488e-01
2.538661e-01   7.488520e-01
3.173326e-01   6.879666e-01
3.807991e-01   6.283375e-01
4.442656e-01   5.702051e-01
5.077321e-01   5.138033e-01
5.711987e-01   4.593592e-01
6.346652e-01   4.070921e-01
6.981317e-01   3.572124e-01
7.615982e-01   3.099210e-01
8.250647e-01   2.654083e-01
8.885313e-01   2.238535e-01
9.519978e-01   1.854240e-01
1.015464e+00   1.502746e-01
1.078931e+00   1.185466e-01
1.142397e+00   9.036800e-02
1.205864e+00   6.585214e-02
1.269330e+00   4.509776e-02
1.332797e+00   2.818843e-02
1.396263e+00   1.519225e-02
1.459730e+00   6.161536e-03
1.523196e+00   1.132661e-03
1.586663e+00   1.258723e-04
1.650129e+00   3.145224e-03
1.713596e+00   1.017856e-02
1.777063e+00   2.119755e-02
1.840529e+00   3.615784e-02
1.903996e+00   5.499918e-02
1.967462e+00   7.764571e-02
2.030929e+00   1.040062e-01
2.094395e+00   1.339746e-01
2.157862e+00   1.674301e-01
2.221328e+00   2.042382e-01
2.284795e+00   2.442504e-01
2.348261e+00   2.873058e-01
2.411728e+00   3.332310e-01
2.475194e+00   3.818410e-01
2.538661e+00   4.329401e-01
2.602127e+00   4.863226e-01
2.665594e+00   5.417735e-01
2.729060e+00   5.990695e-01
2.792527e+00   6.579799e-01
2.855993e+00   7.182674e-01
2.919460e+00   7.796895e-01
2.982926e+00   8.419986e-01
3.046393e+00   9.049440e-01
3.109859e+00   9.682721e-01
3.173326e+00   1.031728e+00
3.236792e+00   1.095056e+00
3.300259e+00   1.158001e+00
3.363725e+00   1.220311e+00
3.427192e+00   1.281733e+00
3.490659e+00   1.342020e+00
3.554125e+00   1.400931e+00
3.617592e+00   1.458227e+00
3.681058e+00   1.513677e+00
3.744525e+00   1.567060e+00
3.807991e+00   1.618159e+00
3.871458e+00   1.666769e+00
3.934924e+00   1.712694e+00
3.998391e+00   1.755750e+00
4.061857e+00   1.795762e+00
4.125324e+00   1.832570e+00
4.188790e+00   1.866025e+00
4.252257e+00   1.895994e+00
4.315723e+00   1.922354e+00
4.379190e+00   1.945001e+00
4.442656e+00   1.963842e+00
4.506123e+00   1.978802e+00
4.569589e+00   1.989821e+00
4.633056e+00   1.996855e+00
4.696522e+00   1.999874e+00
4.759989e+00   1.998867e+00
4.823455e+00   1.993838e+00
4.886922e+00   1.984808e+00
4.950388e+00   1.971812e+00
5.013855e+00   1.954902e+00
5.077321e+00   1.934148e+00
5.140788e+00   1.909632e+00
5.204254e+00   1.881453e+00
5.267721e+00   1.849725e+00
5.331188e+00   1.814576e+00
5.394654e+00   1.776146e+00
5.458121e+00   1.734592e+00
5.521587e+00   1.690079e+00
5.585054e+00   1.642788e+00
5.648520e+00   1.592908e+00
5.711987e+00   1.540641e+00
5.775453e+00   1.486197e+00
5.838920e+00   1.429795e+00
5.902386e+00   1.371662e+00
5.965853e+00   1.312033e+00
6.029319e+00   1.251148e+00
6.092786e+00   1.189251e+00
6.156252e+00   1.126592e+00
6.219719e+00   1.063424e+00
6.283185e+00   1.000000e+00
